audio,text
common_voice_zgh_40055165.mp3,"ⴽⵓⴷ ⵏⵜⵜⵉⴷⵉⵔ, ⵏⵜⵜⵉⵥⵉⵔ"
common_voice_zgh_40055166.mp3,ⵜⴰⴳⴳⵓⴳ ⴷⴷⵣⴰⵢⵔ ⴼ ⵍⵀⵏⴷ.
common_voice_zgh_40055167.mp3,ⴷⴰⵖ.
common_voice_zgh_40055168.mp3,ⵏⵏⵓⵔⵣⵖ ⴰⴷ ⵜ ⴰⴽⴽⵯ ⵓⵔ ⵜⵏⵏⵉⵜ ⵉ ⵜⵓⵎ ⵎⴰⵢⴰⵏⵏ.
common_voice_zgh_40055169.mp3,ⵎⵉⵏ ⵜⵙⵙⵉⵔⵉⵎⴷ?
common_voice_zgh_40055170.mp3,ⵉⵙⵡⵉⵜⵏ ⵉⵏⵛⵏⴳⴰⵏⵏ ⴰ ⴼ ⵜⵜⵡⴰⵙⴽⴰⵔⵏⵜ ⵜⵙⵉⵍⴰ ⵜⵉⵙⴰⵔⴷⴰⵙⵉⵏ ⵜⵉⵎⵉⵔⵉⴽⴰⵏⵉⵢⵉⵏ ⴳ ⴽⵔⴰⵢⴳⴰⵜ ⵜⴰⵙⴳⴰ ⴳ ⵓⵎⴰⴹⴰⵍ.
common_voice_zgh_40055171.mp3,ⵉⵙ ⴷ ⵍⵀⵏⵓⴷ ⴰⴷ ⵉⵙⴽⵔⵏ ⴳⴰⵕⵕⵓ?
common_voice_zgh_40055177.mp3,ⵏⵏⵔⴰⵏⵜⵏ ⵏⵉⵜ ⴷⴰⵖ.
common_voice_zgh_40055178.mp3,ⵓⵔ ⵡⴰⵜⵙⵖ ⴰⴷ ⴽ ⴱⵔⵉⵖ.
common_voice_zgh_40055179.mp3,ⵓⵔ ⵉⵍⵍⵉ ⵓⵎⵍⵍⴰⵍ ⴳ ⵉⴳⵓⵔⴷⴰⵏ
common_voice_zgh_40055180.mp3,ⴰⴷ ⵏⵙⵎⵓⵏ ⴰⵔⴷⵍⵉⵎ ⵏⵏⵉ.
common_voice_zgh_40055181.mp3,ⵜⵉⵖⵣⵉ ⵏ ⵣⵣⵎⴰⵏ ⴰⴷ ⴽ ⵉⴷ ⵉⵙⵙⴽⵯⵏⴰⵏ ⴰ ⴰⵖⴰⵏⵉⵎ.
common_voice_zgh_40055182.mp3,ⵜⴰⵏⵎⵎⵉⵔⵜ.
common_voice_zgh_40055183.mp3,ⵓⵔ ⴷⴰ ⵜⵜⴷⵔⴰⵡⵏ ⵉⵢⴹⴰⵏ
common_voice_zgh_40055184.mp3,ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵙⴰⵎⵉ ⵉⵔⴰ ⴰⴷ ⴰⴽⴽⵯ ⵢⴰⵔⵎ ⴽⵔⴰⵢⴳⴰⵜ.
common_voice_zgh_40055185.mp3,ⵣⴳⴳⵉⵖ ⵎⴰⵙ ⵔⴰⴷ ⵉⵣⵣⵔⵉ ⵢⵉⵔⵉⵎ.
common_voice_zgh_40055186.mp3,ⵉⵏⵉ ⴰⵖ ⵓⴳⴳⴰⵔ.
common_voice_zgh_40055187.mp3,ⵓⵔ ⵉⴳⵉ ⵓⵍⵎⵓⵇⵇⴰⵔ ⴰⴷ ⵎⴰⴷ ⵏⵜⵜⴼⵍⵍⴰⵜ.
common_voice_zgh_40055188.mp3,ⵉⵍⵍⴰ ⵖⵉⴼⵏⵖ ⴰⴷ ⵏⵙⴱⵉⴷⴷ ⵎⴰⵢⴰⴷ ⴷⴰⵜ ⴰⴷ ⵉⵎⵙⴰⵔ.
common_voice_zgh_40055189.mp3,ⴰⴷ ⵓⵔ ⵜⵙⵎⵓⵎⵎⵓⵢⴷ.
common_voice_zgh_40055190.mp3,ⵜⵙⴽⵔ ⵉⵢⵉ ⵙⵜⵜⵉ ⵢⴰⵏ ⵓⴱⴱⵓⵏⵉⵣ ⵉⵥⵡⵉⵥⵥⵉⵢⵏ.
common_voice_zgh_40055191.mp3,ⵜⴰⵎⵀⵍⴰ ⵏ ⵜⵖⵓⵔⵉⵡⵉⵏ ⴷ ⵓⵎⵢⴰⵡⴰⵙ ⴷ ⵓⵙⵜⵔⴰⵔ.
common_voice_zgh_40055192.mp3,ⵉⵙ ⵜⵎⵎⵔⴷ?
common_voice_zgh_40055193.mp3,ⴰⵙⵍⵎⴰⴷ ⵏ ⵜⵓⴱⵉⵔⵜ ⴰⵢ ⵉⴳⴰ.
common_voice_zgh_40055194.mp3,ⴰⴷ ⵓⵔ ⵜⵓⵚⵚⴰⵜ ⴰⴳⵓⵊⵉⵍ ⵅⴼ ⵉⵎⵟⵟⴰⵡⵏ
common_voice_zgh_40055195.mp3,ⵜⵓⵎ ⴰⵢⴷ ⵉⴳⴰⵏ ⴰⵏⵎⵀⴰⵍ ⵏ ⵜⵔⴱⵉⵄⵜ.
common_voice_zgh_40055196.mp3,"ⴰⵎⵙⴰⴼⴰⴹ, ⴰⴷ ⴰⴽⴽⵯ ⵉⵅⵛⵏⵏ ⵉⵛⵇⵇⵓⵏ ⴳ ⵜⵓⴷⵔⵜ."
common_voice_zgh_40055197.mp3,ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵎⴰⵏⵏⴰⴷ ⴳ ⵢⴰⵏ ⵡⴰⴷⴷⴰⴷ ⴰⵀⵉⵙⵜⵉⵔⵉ.
common_voice_zgh_40055198.mp3,ⵍⴰ ⵥⵕⵕⴰⵖ ⴰⵎⵃⴹⴰⵕ ⵉⵃⵕⵛⵏ.
common_voice_zgh_40055199.mp3,ⵀⴰ ⵉⵢⵉ ⴷⴷⵉⵖ ⵙ ⵢⴰⵏ ⵓⵎⵎⵓⴷⴷⵓ.
common_voice_zgh_40055200.mp3,ⵀⴰⵜ ⵏⵜⵜⴰⵜ ⴰⵢⴷ ⵉⵙⵔⵙⵏ ⵜⴰⵙⵖⵓⵏⵜ ⵅⴼ ⵜⴷⴰⴱⵓⵜ.
common_voice_zgh_40055201.mp3,ⵜⵓⴷⵔⵜ ⵏⵏⵖ ⴰ ⵖ ⵏⵍⵍⴰ.
common_voice_zgh_40055208.mp3,ⵇⵇⴰⴷ ⴳⴳⵖ ⵎⵉⵏ ⵜⵅⵙⴷ.
common_voice_zgh_40055209.mp3,ⵉⵍⴰ ⴰⵏⴰⵙⵉⵡ ⵏ ⵜⵎⴰⵣⵉⵖⵜ ⴳ ⵓⵎⵙⵙⵓⴷⵙ ⵏⵏⵙ.
common_voice_zgh_40055210.mp3,ⵖⵍⵙⵖ ⵉ ⴽⵢⵢ?
common_voice_zgh_40055211.mp3,ⴰⵎⵛⵛⵉⵡⵕ.
common_voice_zgh_40055212.mp3,ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵜⵓⵎ ⵜⵣⵡⴰⵔ ⴰⵙ ⴱⴷⴷⴰ ⵜⴰⵡⵏⵣⴰ ⵎⴰ ⵜⵍⴰ ⵜⵓⴷⵔⵜ ⵏⵏⵙ.
common_voice_zgh_40055213.mp3,ⵓⵔ ⵉⴼⵓⵍⴽⵉⵏ ⵢⴰⵏ ⵉⵏⵇⵇⴰⵏ ⵜⵉⴽⵟⵟⵓⴼⵉⵏ ⴰ ⵜⴰⵔⵡⴰ.
common_voice_zgh_40055214.mp3,ⵓⵔ ⵉⵙⵙⵉⵏ ⵎⴰ ⴳ ⵉⴽⵛⵎ ⵉⴼⵉⵍⵓ ⵜⴰⴱⴰⵔⴷⴰ
common_voice_zgh_40055215.mp3,ⵓⵔ ⴷⴰ ⵉⵜⵜⵓⵖⵓⵍ ⴰⵎⴰⵏ ⵖⴰⵙ ⴰⵖⵢⵓⵍ
common_voice_zgh_40055216.mp3,ⵢⵓⵛⴰ ⴰⵖ ⴰⵎⵛⵉⵛ ⴰ.
common_voice_zgh_40055222.mp3,"ⵉⵙⴰⴼⴼⵏ ⵏ ⴷⵔⴰ, ⴷⴰⴷⵙ, ⵣⵉⵣ,ⵖⵔⵉⵙ ⴷ ⴳⵉⵔ."
common_voice_zgh_40055223.mp3,ⵓⵔ ⵜⵙⵡⵉⵜ ⵜⴰⵥⴰⵍⵉⵎⵜ.
common_voice_zgh_40055224.mp3,ⴷⴰ ⴰⴱⴷⴰ ⵉⵜⵜⵉⵍⵉ.
common_voice_zgh_40055225.mp3,ⵍⵍⴰⵏ ⵓⴽⴰⵏ ⵙⵓⵍ ⵎⵉⴷⴷⵏ ⴳ ⵜⵎⴰⵣⵉⵔⵜ ⴰⴷ ⴰⴷ ⵣⵣⵉⴳⵉⵣⵏ ⵙ ⵉⴱⴰⵛⵉⵍⵏ.
common_voice_zgh_40055226.mp3,"ⵉⵖ ⵜⵣⵎⵔⴷ, ⵜⵔⵡⴰⵃⵜ ⴰⴽⵉⴷⵏⵖ."
common_voice_zgh_40055227.mp3,ⵙⵡⵉⵏⴳⵎ ⵖ ⴰⵢⵍⵍⵉ ⴰⴽ ⵏⵏⵉⵖ.
common_voice_zgh_40055228.mp3,ⵓⵔ ⴷⵊⵉⵏ ⵉⵍⵉ ⵉⵙⴽⴰⵡⵏ
common_voice_zgh_40055229.mp3,ⵓⵔ ⴰⵖ ⵙⵓⵍ ⵉⵜⵜⵖⵏⵏⴰⵊ ⵜⵓⵎ.
common_voice_zgh_40055230.mp3,ⵉⵍⵓⵥ ⴱⴷⴷⴰ ⵜⵓⵎ ⵏⵜⵜⴰ.
common_voice_zgh_40055231.mp3,ⴷ ⴰⵙⵍⵎⴰⴷ ⵏ ⵜⵓⴱⵉⵔⵜ.
common_voice_zgh_40055232.mp3,ⴰⵡⵙ ⴰⵙⵏ
common_voice_zgh_40055233.mp3,ⵉⴽⵯⵔⵎ ⴱⴰⵀⵔⴰ ⵓⵃⴰⵏⵓ ⵉⵏⵓ.
common_voice_zgh_40055234.mp3,ⵓⵔ ⵉⵔⵉ ⵙⴰⵎⵉ ⴰⴷ ⵉⵙⵙⵅⵙⴰⵔ ⵉⴷⵔⵉⵎⵏ ⵏⵏⵙ ⵅⴼ ⵉⵢⵙⴰⵏ.
common_voice_zgh_40055235.mp3,ⵎⵙⵍⵖ ⵉⵖⵔⴱⴰⵏ ⵙ ⵓⵎⵍⵉⵍ.
common_voice_zgh_40055236.mp3,ⴰⵔ ⵉⵊⴷⴷⵔ ⵓⴽⵛⵛⵓⴹ.
common_voice_zgh_40055237.mp3,"ⵓⴽⵣⵖ, ⵎⴰⵛⴰ ⵓⵔ ⵣⵎⵉⵔⵖ ⴰⴷ ⴷⴳⴳⵉⵖ."
common_voice_zgh_40055238.mp3,ⵖⵔⵉ ⵉⵊⵊ ⵏ ⵓⵙⵇⵙⵉ.
common_voice_zgh_40055239.mp3,ⴰⵔ ⵉⵙⴰⵡⴰⵍ ⵜⵓⵎ ⵜⴰⴼⵕⴰⵏⵙⵉⵙⵜ ⵎⵍⵉⵃ.
common_voice_zgh_40055240.mp3,"ⵉⴷⴷⴰ ⵓⵙⵔⵣ, ⵉⴷⴷⴰ ⵓⴼⵓⵍⵍⵓⵙ"
common_voice_zgh_40055241.mp3,ⵉⵙ ⵜⴳⴰ ⵜⵡⵓⵔⵉ ⵏⵏⵓⵏ ⵜⵉⵎⵉⵣⵉⵜ?
common_voice_zgh_40055242.mp3,ⴷⴰⵔⵉ ⴽⵔⴰ ⵏ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⵖ ⴱⵓⵙⵜⵏ.
common_voice_zgh_40055243.mp3,ⵉⵏⵖⴰ ⴰⵖ ⵖⵉⴷ ⵡⴰⴱⵉⴱⴰ ⵙ ⵓⵔⵡⴰⵙⵙ.
common_voice_zgh_40055244.mp3,ⵄⴰⴼⴰ ⴽⵎ ⴰⴷ ⵖⵉⴷ ⵓⵔ ⵜⵙⵓⵍⴰⴼⴷ?
common_voice_zgh_40055245.mp3,ⵅⵙⵖ ⵅⴰⵙ ⴰⴷ ⵢⵉⴷⵎ ⵉⵍⵉⵖ.
common_voice_zgh_40055246.mp3,ⵉⵏⵓⴼⵍ ⵓⴱⵍⵀⴰⵡ ⴰ.
common_voice_zgh_40055247.mp3,ⵎⴰⴷ ⵉⴳⴰ ⵙⴰⵎⵉ?
common_voice_zgh_40055248.mp3,"ⵜⵍⵍⴰ ⴷⵉⴳⵙ ⵜⵉⴹⵜ ⵏ ⵜⴰⴷⴷⴰⵔⵜ, ⵢⴰⵏ ⵓⴷⵖⴰⵔ ⴱⵍⴰ ⵜⴰⴷⵓⵍⵉ."
common_voice_zgh_40055249.mp3,ⵜⴰⵎⵚⵔⵉⵜ ⵜⴳⴰ ⴰⵃⴰⵏⵓ ⵏ ⵉⵏⴱⴳⴰⵡⵏ.
common_voice_zgh_40055250.mp3,ⵊⵊⴰⵎⵜ ⵉⵢⵉ ⴰⴷ ⴼⴼⵖⵖ!
common_voice_zgh_40055251.mp3,ⵉⵣⵓⵢⵜ ⵓⴼⵔⵓ ⴷ ⵜⵉⵜⴰⵔ
common_voice_zgh_40055252.mp3,ⵜⵇⵇⵍⴱ ⵍⴰⵢⵍⴰ.
common_voice_zgh_40055253.mp3,"ⵎⴰ ⵖⵔⴰⵏⵜ ⵜⴰⵙⴽⵍⴰ ⴷⴳ ⵜⵙⴷⴰⵡⵉⵜ, ⵏⵖ ⵎⴰ?"
common_voice_zgh_40055254.mp3,ⵎⴰⵏⵉⴽ ⵔⴰⴷ ⵉⴳ ⵓⴼⵙⵙⴰⵢ ⵏ ⵓⵎⵓⴽⵔⵉⵙ ⴰⴷ?
common_voice_zgh_40055255.mp3,ⵔⵉⵖ ⴰⴷ ⵜ ⵓⵜⵖ ⵡⴰⵢⵏⵏⵉ ⵉⵔⵓⵔ ⵉⵢⵉ.
common_voice_zgh_40055256.mp3,ⵍⴰⵖⴰ ⵉⵢⵉ ⴽⵓⴷⵏⵏⴰ ⴷ ⵜⵓⴹⵉⴷ.
common_voice_zgh_40055258.mp3,ⵜⵔⵓⴱⵍⵉ ⵜⵎⵜⵜⴰⵏⵜ ⵏ ⵙⴰⵎⵉ ⴰⵢⵜ ⵓⵙⵓⵏ.
common_voice_zgh_40055259.mp3,ⵡⵉ ⵉⵇⵇⴰⵔⵏ ⵎⴰⵏ ⴰⵢⴰ?
common_voice_zgh_40055260.mp3,ⵙⵓⵍ ⵓⴽⴰⵏ ⴷ ⵜⵜⴰⵛⴽⴰⵏⵜ ⵜⵓⵣⵉⵏⵉⵏ ⵏ ⵜⵖⵓⵙⵉ.
common_voice_zgh_40055261.mp3,ⵉⵙ ⵜⵣⵣⵔⵉⴷ ⴰⴽⵔⵉⵙⵎⴰⵙ ⵉⴼⵓⵍⴽⵉⵏ?
common_voice_zgh_40055262.mp3,ⵉⵙⵙⵓⵙⵎ ⵉⵢⵉ ⴽⵉⵖ ⴰⴽ ⵉⵡⵙⵖ.
common_voice_zgh_40055263.mp3,ⵜⵉⵥⵓⵔⵉⵡⵉⵏ ⵏ ⵜⵖⵣⵓⵜ.
common_voice_zgh_40055264.mp3,ⵓⵔ ⴳⵉⵖ ⵜⴰⵎⵥⵕⵓⵏⵜⵉⵜ.
common_voice_zgh_40055265.mp3,ⵔⵎⵙⵖ.
common_voice_zgh_40055266.mp3,ⵜⵍⵍⴰ ⵜⴱⵉⴱⵍⵢⵓⵜⵉⴽⵜ ⴳ ⵍⵍⴰⵏ ⵉⴷⵍⵉⵙⵏ ⵉⴳⴳⵓⴷⵉⵏ ⵉ ⵡⵉⵏⵏⴰ ⵉⵔⴰⵏ ⴰⴷ ⵉⵖⵔ.
common_voice_zgh_40055267.mp3,ⵉⵙⵙⵓⴼⴰ ⵓⵏⵙⵙⵉⵅⴼ ⴰⵢⵣⵏⵀⴰⵡⵔ ⴰⵡⴰⵍ ⵏⵏⵙ.
common_voice_zgh_40055268.mp3,ⵓⵣⵣⵍⵏ ⵖⵔ ⵜⵣⵎⴰⵍⵜ.
common_voice_zgh_40055269.mp3,"ⵉⵙ ⵜⵙⵙⵏⴷ ⵎⴰⵙⵉⵏ? ""ⵢⴰⵀ"" ⴰⴽⴰⴷ ⵉⵙⵙⵏ ⴰⴷ ⵉⴽⴽⴰⵜ ⴰⴳⴰⵏⴳⴰ ⵉ ⵉⵚⵡⴰⴱⵏ ⴳ ⵜⵄⵛⵓⵕⵜ."
common_voice_zgh_40055270.mp3,ⵓⵔ ⴰⴷ ⴰⴽⴽⵯ ⵉⵙⴽⵔ ⵜⵓⵎ ⵎⴰⵢⴰⵏⵏ.
common_voice_zgh_40055271.mp3,ⵏ ⵡⵓⵍ.
common_voice_zgh_37838337.mp3,ⵉⵍⵍⴰ ⵖⵉⴼⵉ ⴰⴷ ⴷⴷⵓⵖ ⵖⵉⵍⴰⴷ.
common_voice_zgh_37838338.mp3,ⵉⵙⵎ ⵏ ⴱⵓ ⵜⵃⴰⵏⵓⵜ ⵉⴳⴰ ⵃⵎⵎⵓ.
common_voice_zgh_37838339.mp3,ⵏⴼⵜⴰ ⴰⴷ ⴷ ⵏⵙⵖ ⴰⵙⵎⵎⴰⵡⴷ.
common_voice_zgh_37838340.mp3,ⵎⴰⴼ ⵜⵙⴽⵔⵜ ⵎⴰⵏ ⴰⵢⴰ?
common_voice_zgh_37838341.mp3,ⵖⴰⵔ ⵓⵛ ⵜⴰⵡⵍⴰⴼⵜ ⴰⴷ ⵉ ⵡⵏⵏⵉ ⵜⵜ ⵉⵅⵙⵏ.
common_voice_zgh_37838372.mp3,ⵎⴰⵏ ⴰⵏⴰⵡ ⵏ ⵉⵎⵓⴽⵔⵉⵙⵏ ⴰⴷ ⵖⵓⵔⵓⵏⵜ?
common_voice_zgh_37838373.mp3,"ⵙⵡⵉⵖ ⴰⵜⴰⵢ ⵎⵉⵏ ⵙⵙⴽⴽⵯⴰⵕ, ⵎⵉⵏⵣⵉ ⵅⵙⵖ ⴰⴷ ⵍⵓⵃⵖ ⵛⴰ ⴷⴳ ⵓⵙⵜⴰⵍ."
common_voice_zgh_37838374.mp3,ⴰⵢⵢⴰⵢ!
common_voice_zgh_37838375.mp3,ⵉⵙⴰⵇⵙⴰ ⵜⵓⵎ ⴼ ⵎⴰⵢⴰⴷ.
common_voice_zgh_37838376.mp3,ⵉⴷⴷⴰ ⵖⵔ ⵡⵔⴷⵊⴰ.
common_voice_zgh_37838411.mp3,ⵎⴰ ⵔⴰⴷ ⵉⵊⵕⵓ ⵉ ⵊⵊⴰⴱⴱⵓⵏ?
common_voice_zgh_37838412.mp3,ⵜⵉⴷⵜ ⴰⴷ ⵉⴳⴰ ⵎⴰⵢⴰⵏⵏ ⵙ ⵜⵎⴳⵕⵥⵉ.
common_voice_zgh_37838413.mp3,ⵙⵍⵍⴰⵖ ⵎⴰⵙ...
common_voice_zgh_37838414.mp3,ⵉⵇⵇⴰⵏ ⴷ ⵜⵓⵎ ⴰⴷ ⵓⵔ ⵉⵜⵜⵉⵏⵉ ⵣⵓⵏ ⴷ ⵜⵉⵖⴰⵡⵙⵉⵡⵉⵏ ⴰⴷ ⵉ ⵎⴰⵔⵉ.
common_voice_zgh_37838415.mp3,ⵎⴰⵏⵉ ⵜⵓⵖⴰ ⵜⵉⵏⵄⴰⵛⵉⵏ ⵏⵏⵓⵏ?
common_voice_zgh_37838630.mp3,"ⵜⴰⴷ, ⵓⵔ ⴼⵍⵍⴰⵙ ⵚⴽⴽⵉⵏ."
common_voice_zgh_37838631.mp3,ⵓⵔ ⵜⵜ ⴰⴽⴽⵯ ⵉⵡⵉⵖ ⵖ ⴰⵢⵍⵍⵉ ⵙ ⴰⵔ ⵉⵜⵜⵉⵏⵉ.
common_voice_zgh_37838632.mp3,"ⴰⴷ ⵉⴳⴰⵏ ⵜⵉⴷⵜ, ⵓⵔ ⵉⵖⵉⵢ ⵉ ⵜⵡⵓⵔⵉ."
common_voice_zgh_37838633.mp3,ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵙⴰⵎⵉ ⵉⵃⵎⵍ ⵜⵉⴼⵔⵅⵉⵏ.
common_voice_zgh_37838687.mp3,ⵍⴱⴷⴰ ⵜⵜⵉⵍⵉⵏⵜ ⴰⴽⵉⴷⵏⵖ.
common_voice_zgh_37838688.mp3,ⵡⵏⵏⵉ ⵢⵓⴽⵔⵏ ⵜⴰⵎⵍⵍⴰⵍⵜ ⵉ ⵖⴰ ⵢⴰⴽⵯⵔⵏ ⴰⴼⵓⵏⴰⵙ.
common_voice_zgh_37838689.mp3,"ⴰⵔ ⵜⵜⴷⴷⵓⵏ ⴰⵔ ⴷ ⴼⴼⴰⵍⵏ ⴰⵢⵍⵍⵉ ⵙⴽⵔⵏ, ⵣⵓⵏ ⴷ ⵉⴳ ⴷⴷⵔⵏ ⵓⵔ ⵎⵎⵓⵜⵏ."
common_voice_zgh_37838690.mp3,ⵜⵜⵙⵍⵍⵖ ⵉ ⵓⵥⴰⵡⴰⵏ.
common_voice_zgh_37838691.mp3,ⴰⵔ ⴼⵍⵍⴰⵎ ⵉⵙⴽⵉⵔⴽⵉⵙ ⵜⵓⵎ.
common_voice_zgh_38251014.mp3,ⵉⵙⵙⵓⵙⵎ ⵉⵢⵉ ⴳⵉⴽ ⵓⵙⵙⵔⵇⵇⴱ ⵏⵏⴽ.
common_voice_zgh_38251015.mp3,ⵙⴽⵔ ⴰⵢⵏⵏⴰ ⵜⵔⵉⴷ.
common_voice_zgh_38251016.mp3,ⵜⴰⵙⵍⵎⴰⴷⵜ ⵏ ⵜⵎⴰⵣⵉⵖⵜ ⴰⵢⴷ ⴳⵉⵖ.
common_voice_zgh_38251017.mp3,ⵓⵔ ⵙⵙⵉⵏⵖ ⵎⵉⵏ ⵖⴰ ⵉⵎⵙⴰⵔ.
common_voice_zgh_38251018.mp3,ⵎⵍⵎⵉ ⵉ ⵜⵓⵔⵉⴷ ⵜⴰⴱⵔⴰⵜ ⵏ ⵜⴰⵢⵔⵉ ⵉⴳⴳⵯⵔⴰⵏ?
common_voice_zgh_38267014.mp3,ⵉⵏⴽⵔ ⴷ ⵓⵖⵔⴼ ⴼ ⵓⴳⵍⵍⵉⴷ.
common_voice_zgh_38267015.mp3,ⵜⵓⵎ ⴰⵢⴷ ⵉⴳⴰⵏ ⴰⵎⵙⴳⵏⴰⴼ ⵉⵏⵓ.
common_voice_zgh_38267016.mp3,ⵜⵓⴹⴼⵉⵜ ⴰⵔ ⵜⵣⴷⴷⵎ ⴰⵏⴱⴷⵓ ⵜⵙⴽⵔ ⴰⵚⵟⵟⵓⵕ ⵉ ⵜⴳⵔⵙⵜ ⴰⵔ ⵜ ⵉⵍⵎⵎⴰ ⴳⵉⵙ ⵜⵛⵜⵜⴰ.
common_voice_zgh_38267017.mp3,ⵜⴰⵙⵎⵉⵔⵉⵜ ⵜⴰⵎⴰⵜⵜⴰⵢⵜ ⵉ ⵜⵎⵙⵙⵓⴳⵓⵔⵜ ⵜⴰⵎⵙⴳⴳⴷⵜ ⴷ ⵡⴰⵍⵍⴰⵙ ⵏ ⵓⵙⵉⴷⴼ.
common_voice_zgh_38267018.mp3,ⵜⵓⵎ ⵓⵔ ⴰⴽⴽⵯ ⵉⵙⵙⵉⵏ ⵜⴰⴼⵕⴰⵏⵙⵉⵙⵜ.
common_voice_zgh_38267019.mp3,ⴰⴼⵓⵍⴰⵢ ⴷⴰⵔⵙ ⵢⴰⵏ ⵓⴱⴱⵉⵔⵀ.
common_voice_zgh_38267020.mp3,ⵢⵓⴳⵉ ⵜⵓⵎ ⴷ ⵎⴰⵔⵉ ⴰⴷ ⵙⴽⵔⵏ ⴰⵢⵍⵍⵉ ⴰⵙⵏ ⵜⵜⵔⵖ ⴰⴷ ⵜ ⵙⴽⵔⵏ.
common_voice_zgh_38267021.mp3,ⵎⴰⴷ ⴷⵉⴷⵉ ⵉⵍⵍⴰⵏ?
common_voice_zgh_38267022.mp3,ⴽⵉⵖ ⴰⵔ ⵉⵢⵉ ⴽ ⵉⴷ ⵜⵙⵙⴽⵜⴰⵢ ⴽⵔⴰⵢⴳⴰⵜ ⵜⴰⵥⴰⵡⴰⵏⵜ ⵏ ⵓⴼⵉⵍⵉⴼ.
common_voice_zgh_38267023.mp3,ⵖⵔⴰⵏ ⵉⵢⵉ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⵉⵏⵓ ⵙ ⵉⵎⵏⵙⵉ.
common_voice_zgh_38267024.mp3,"ⵓⵔ ⴰⴷ ⵙⵓⵍ ⵜⵡⴹⴹⵕⴷ ⴳ ⵜⵖⵔⵎⵉⵏ ⵜⵉⵎⵇⵇⵔⴰⵏⵉⵏ, ⵎⵉⵏⵣⵉ ⴷⴳⵙⵏⵜ ⵜⵉⴽⴰⵕⴹⵉⵡⵉⵏ ⴳ ⴽⵓ ⴰⴷⵖⴰⵔ."
common_voice_zgh_38267025.mp3,ⴰⵔ ⵜⵙⴽⵉⵔⴽⵉⵙⵎⵜ.
common_voice_zgh_38267026.mp3,ⴰⵔ ⵜⵜⴰⵡⵙⵖ ⵙ ⴰⵢⵏⵏⴰ ⵎⵓ ⵥⴹⴰⵕⵖ.
common_voice_zgh_38267027.mp3,ⵢⵓⴼⴰ ⴰⵙ ⵙⴰⵎⵉ ⴰⴷ ⵉⵣⵣⵉⴳⵉⵣ.
common_voice_zgh_38267028.mp3,ⴰⵡⴰ ⵉⴳⵍⵍⵉⵏ ⵎⴰⴷ ⵉⵙⴽⴰⵔ ⵉ ⵡⴰⴳⴳⵓ. ⴰⴷ ⵀⵍⵍⵉ ⴼⵍⵍⴰⵙ ⵉⵄⴼⵓ ⵕⴱⴱⵉ.
common_voice_zgh_38267029.mp3,ⵢⵓⴳⵔ ⵉⵢⵉ ⵟⵓⵎ.
common_voice_zgh_38267030.mp3,ⵜⵙⴱⵕⴱⵕ ⴷ ⵜⵢⵎⵎⴰⵜ ⵎⵔⴰⵡⵜ ⵜⵎⵍⵍⴰⵍⵉⵏ.
common_voice_zgh_38267031.mp3,ⴳⴳⵣⵖ ⴷ ⵖ ⵜⵙⵢⵓⵜ.
common_voice_zgh_38267032.mp3,ⴰⴽⵓⵔⵉ ⴰⴷ ⴳⵉⵖ.
common_voice_zgh_38267033.mp3,ⵜⵉⵔⵓⴱⴱⴰ ⵏ ⵜⵥⵓⵕⵉⵡⵉⵏ ⵜⵉⵎⴷⵏⴰⵏⵉⵏ.
common_voice_zgh_38267034.mp3,ⵢⵓⴳⵉ ⴳⵯⵎⴰ ⵢⵓⴳⵔⵜⵏ ⴰⴷ ⴷⵉⴷⵉ ⵉⵎⵓⵏ ⵙ ⴷⴰⵔ ⵢⵉⵎⵎⴰ ⵏⵏⵉ ⵜⵓⵖⴰ ⵉⵍⵍⴰⵏ ⴳ ⵏⵏⴰⴹⴰ.
common_voice_zgh_38267035.mp3,ⵉⵊⵊⴰ ⵉⵎⵉ ⵏⵏⴽ.
common_voice_zgh_38267036.mp3,"ⵓⵔ ⵉⵢⵉ ⵢⴰⵖ ⵢⴰⵜ, ⵜⴰⵏⵎⵎⵉⵔⵜ."
common_voice_zgh_38267037.mp3,ⴰⴱⴰⵖⵓⵖ ⵏⵜⵜⴰ ⵔⴰⴷ ⴰⴽ ⵜⵏ ⵉⴳ ⵎⵇⵇⴰⵔ ⵜⵔⵓⵔⵜ ⵜⴰⵢⵏⵉⵜ.
common_voice_zgh_38267038.mp3,"ⴽⵯⵏⵏⵉ ⵓⵔ ⵖⵓⵔⵓⵏ ⵍⵍⵉⵏ, ⵡⵉⵏⵓ ⵉⵎⵎⵓⵜ."
common_voice_zgh_38267039.mp3,ⵓⵔ ⴰⴽⴽⵯ ⵜⵕⵥⵎⵜ ⴼ ⵜⵓⴷⵊⴰ.
